Country,YearsCode,EdLevel,Employment,LanguageHaveWorkedWith,ConvertedCompYearly
United States of America,40.0,Bachelor's,Full-time,4.0,200000.0
Spain,3.0,Bachelor's,Full-time,5.0,34224.0
Canada,7.0,Bachelor's,Full-time,7.0,43775.0
Italy,8.0,Master's,Full-time,2.0,55919.0
United States of America,15.0,Bachelor's,Full-time,7.0,70000.0
Other,4.0,Bachelor's,Full-time,12.0,75410.0
United States of America,14.0,Bachelor's,Full-time,5.0,100285.0
United States of America,9.0,Bachelor's,Full-time,7.0,121000.0
Other,7.0,Some college,Full-time,5.0,76097.0
Other,38.0,Bachelor's,Full-time,10.0,186625.0
Other,40.0,Bachelor's,Full-time,5.0,20000.0
Germany,35.0,Some college,Full-time,5.0,133417.0
United Kingdom of Great Britain and Northern Ireland,25.0,Bachelor's,Full-time,8.0,136141.0
Brazil,9.0,Bachelor's,Full-time,9.0,54611.0
United States of America,21.0,Master's,Full-time,5.0,170000.0
Canada,25.0,Some college,Full-time,6.0,87550.0
Germany,17.0,Bachelor's,Full-time,5.0,69609.0
United Kingdom of Great Britain and Northern Ireland,20.0,Master's,Full-time,4.0,204212.0
United States of America,20.0,Master's,Full-time,7.0,365000.0
Canada,9.0,Bachelor's,Full-time,5.0,109438.0
United States of America,22.0,Professional,Full-time,7.0,125000.0
United States of America,20.0,Bachelor's,Full-time,8.0,225000.0
Canada,35.0,Bachelor's,Full-time,7.0,36479.0
Other,23.0,Master's,Full-time,3.0,124416.0
United States of America,24.0,Bachelor's,Full-time,6.0,240000.0
Other,42.0,Bachelor's,Full-time,8.0,174022.0
Brazil,30.0,Bachelor's,Full-time,,27306.0
France,15.0,Associate's,Full-time,5.0,63808.0
Other,10.0,Bachelor's,Full-time,5.0,15803.0
United States of America,14.0,Bachelor's,Full-time,14.0,100000.0
United States of America,34.0,Bachelor's,Full-time,6.0,100000.0
United States of America,40.0,Master's,Full-time,8.0,240000.0
Australia,19.0,Bachelor's,Full-time,5.0,130019.0
Other,7.0,Some college,Full-time,11.0,33827.0
United States of America,47.0,Master's,Full-time,4.0,200000.0
Other,18.0,Some college,Full-time,4.0,52787.0
Other,7.0,Bachelor's,Full-time,14.0,44096.0
Canada,4.0,Bachelor's,Full-time,5.0,80254.0
United States of America,10.0,Some college,Full-time,,82000.0
Other,11.0,Bachelor's,Full-time,9.0,16507.0
Australia,35.0,Some college,Full-time,7.0,118317.0
United States of America,45.0,Bachelor's,Full-time,7.0,145500.0
United States of America,16.0,Professional,Full-time,5.0,144000.0
United States of America,15.0,Bachelor's,Full-time,5.0,200000.0
Other,4.0,Associate's,Full-time,2.0,57224.0
Australia,20.0,Bachelor's,Full-time,8.0,71510.0
United States of America,27.0,Bachelor's,Full-time,6.0,42000.0
United States of America,15.0,Some college,Full-time,7.0,40000.0
Other,20.0,Master's,Full-time,7.0,72154.0
United States of America,32.0,Some college,Full-time,7.0,195000.0
Other,15.0,High school,Full-time,3.0,42165.0
Other,14.0,Bachelor's,Full-time,4.0,120000.0
Other,8.0,Some college,Full-time,15.0,30000.0
United States of America,23.0,Master's,Full-time,7.0,350000.0
Australia,14.0,Bachelor's,Full-time,3.0,89713.0
Other,10.0,Master's,Full-time,4.0,42165.0
Canada,18.0,Bachelor's,Full-time,5.0,100683.0
United States of America,15.0,Bachelor's,Full-time,5.0,45000.0
Other,5.0,Bachelor's,Full-time,5.0,10746.0
Brazil,35.0,Some college,Full-time,7.0,25485.0
Australia,28.0,High school,Full-time,4.0,19503.0
United States of America,27.0,Bachelor's,Full-time,5.0,230000.0
Australia,40.0,Bachelor's,Full-time,4.0,78011.0
Other,5.0,Master's,Full-time,,26838.0
Other,1.0,Some college,Full-time,3.0,18180.0
India,10.0,Bachelor's,Full-time,3.0,15111.0
Germany,7.0,Professional,Full-time,15.0,81210.0
Germany,20.0,High school,Full-time,3.0,97452.0
India,18.0,Bachelor's,Full-time,,185983.0
United States of America,12.0,Bachelor's,Full-time,8.0,220000.0
France,28.0,Professional,Full-time,4.0,58007.0
United Kingdom of Great Britain and Northern Ireland,18.0,Master's,Full-time,5.0,242332.0
United States of America,5.0,Bachelor's,Student,,40000.0
France,7.0,Master's,Full-time,3.0,53367.0
Other,9.0,Master's,Full-time,12.0,52928.0
Other,20.0,Master's,Full-time,2.0,11459.0
Switzerland,16.0,Bachelor's,Full-time,7.0,113825.0
Other,6.0,Bachelor's,Full-time,6.0,20071.0
Other,30.0,Master's,Full-time,3.0,121815.0
Other,3.0,Bachelor's,Full-time,11.0,40902.0
Switzerland,10.0,Master's,Full-time,3.0,154991.0
Sweden,35.0,Master's,Full-time,3.0,62893.0
Other,5.0,Bachelor's,Other,,10000.0
Poland,30.0,Master's,Full-time,7.0,116464.0
Germany,23.0,Bachelor's,Full-time,7.0,71929.0
Other,7.0,Bachelor's,Full-time,4.0,24838.0
Sweden,39.0,Master's,Full-time,4.0,73375.0
Australia,34.0,Some college,Full-time,5.0,16252.0
Australia,15.0,Some college,Full-time,7.0,107265.0
India,12.0,Bachelor's,Full-time,5.0,33710.0
United States of America,1.0,High school,Student,,80000.0
Canada,20.0,Bachelor's,Full-time,5.0,94846.0
Other,9.0,Bachelor's,Full-time,,70000.0
Australia,25.0,Bachelor's,Full-time,4.0,71510.0
France,20.0,Master's,Full-time,9.0,69609.0
Other,4.0,Bachelor's,Full-time,3.0,14387.0
France,15.0,Master's,Full-time,4.0,36545.0
Germany,10.0,Bachelor's,Full-time,6.0,75410.0
Italy,24.0,Bachelor's,Full-time,9.0,66128.0
Other,10.0,Associate's,Full-time,8.0,50741.0
Germany,35.0,Some college,Full-time,9.0,58587.0
Other,11.0,Some college,Full-time,3.0,36681.0
France,6.0,Master's,Student,5.0,23203.0
United Kingdom of Great Britain and Northern Ireland,31.0,Bachelor's,Full-time,1.0,63986.0
France,25.0,Professional,Full-time,7.0,46406.0
Canada,14.0,Bachelor's,Full-time,,48882.0
Spain,14.0,Master's,Full-time,3.0,52207.0
Italy,35.0,Master's,Full-time,14.0,69609.0
United States of America,15.0,Some college,Full-time,11.0,70000.0
Poland,20.0,Some college,Full-time,7.0,81870.0
Other,10.0,Other,Full-time,5.0,21070.0
Italy,13.0,High school,Full-time,2.0,32484.0
Other,12.0,Professional,Full-time,2.0,97452.0
Germany,37.0,Some college,Full-time,4.0,71929.0
Poland,12.0,Master's,Full-time,10.0,117347.0
Netherlands,13.0,Some college,Full-time,4.0,92812.0
Other,9.0,Master's,Full-time,8.0,59307.0
Other,9.0,Bachelor's,Full-time,3.0,45363.0
Other,17.0,Bachelor's,Full-time,6.0,127069.0
Germany,2.0,Master's,Full-time,11.0,30164.0
Germany,18.0,Bachelor's,Full-time,7.0,92812.0
Other,6.0,Bachelor's,Full-time,8.0,25652.0
India,18.0,Bachelor's,Full-time,1.0,58120.0
Netherlands,4.0,Bachelor's,Full-time,7.0,52207.0
France,18.0,Master's,Full-time,1.0,71929.0
Other,10.0,Bachelor's,Full-time,8.0,38777.0
Netherlands,38.0,Bachelor's,Full-time,6.0,90491.0
Switzerland,34.0,Bachelor's,Full-time,7.0,148791.0
Other,25.0,Master's,Full-time,1.0,116015.0
Other,6.0,Bachelor's,Full-time,3.0,25248.0
Other,15.0,Bachelor's,Full-time,16.0,45879.0
Other,12.0,Master's,Full-time,2.0,67185.0
Germany,8.0,Master's,Full-time,5.0,72509.0
Other,30.0,Bachelor's,Full-time,5.0,75817.0
Other,11.0,Master's,Full-time,14.0,27844.0
Other,14.0,Associate's,Full-time,3.0,60725.0
Other,13.0,Master's,Full-time,7.0,50691.0
France,20.0,Master's,Full-time,5.0,48726.0
Other,18.0,Master's,Full-time,6.0,145200.0
Other,6.0,Some college,Full-time,4.0,58007.0
Australia,18.0,Bachelor's,Full-time,2.0,110516.0
United Kingdom of Great Britain and Northern Ireland,42.0,Bachelor's,Full-time,7.0,163370.0
United Kingdom of Great Britain and Northern Ireland,35.0,Bachelor's,Full-time,5.0,81685.0
United States of America,45.0,Master's,Full-time,6.0,110000.0
Other,23.0,Bachelor's,Full-time,5.0,41765.0
Other,7.0,Some college,Full-time,8.0,25523.0
Australia,25.0,Bachelor's,Full-time,4.0,113766.0
France,15.0,Master's,Full-time,6.0,48726.0
France,28.0,Bachelor's,Full-time,4.0,60328.0
United Kingdom of Great Britain and Northern Ireland,22.0,Some college,Full-time,8.0,108913.0
Other,30.0,Master's,Full-time,10.0,174022.0
Germany,10.0,High school,Full-time,6.0,45942.0
France,12.0,Bachelor's,Full-time,4.0,63808.0
India,6.0,Bachelor's,Full-time,1.0,25573.0
Other,9.0,Master's,Full-time,5.0,58975.0
France,7.0,Bachelor's,Student,10.0,19722.0
Other,25.0,Master's,Full-time,2.0,116015.0
Other,13.0,Bachelor's,Full-time,5.0,73527.0
Germany,10.0,Master's,Full-time,2.0,78890.0
Other,40.0,Master's,Full-time,3.0,89331.0
Germany,15.0,Master's,Full-time,4.0,69609.0
Other,20.0,Bachelor's,Full-time,9.0,68924.0
Germany,40.0,High school,Full-time,5.0,46406.0
Germany,15.0,Professional,Full-time,6.0,116015.0
Other,15.0,Bachelor's,Full-time,6.0,91899.0
Other,29.0,Some college,Full-time,10.0,109861.0
Poland,29.0,Master's,Full-time,8.0,34112.0
Netherlands,16.0,Master's,Full-time,4.0,57886.0
Germany,6.0,High school,Full-time,5.0,56847.0
Netherlands,3.0,Master's,Full-time,12.0,85851.0
Netherlands,21.0,Bachelor's,Full-time,4.0,58007.0
Germany,25.0,Bachelor's,Full-time,3.0,79223.0
Sweden,34.0,Master's,Full-time,4.0,136268.0
Germany,15.0,Bachelor's,Full-time,8.0,62648.0
Italy,39.0,Master's,Full-time,6.0,59980.0
Poland,8.0,High school,Full-time,10.0,19103.0
Other,8.0,Bachelor's,Full-time,14.0,15297.0
Other,25.0,Master's,Full-time,6.0,88945.0
Other,19.0,Bachelor's,Full-time,5.0,42054.0
Germany,20.0,Master's,Full-time,8.0,92812.0
Other,10.0,Master's,Full-time,6.0,31324.0
Other,25.0,Master's,Full-time,11.0,11487.0
Other,4.0,Bachelor's,Full-time,3.0,69609.0
Other,15.0,Master's,Full-time,7.0,94868.0
Other,5.0,Bachelor's,Full-time,5.0,46337.0
Other,6.0,Bachelor's,Student,16.0,26544.0
United Kingdom of Great Britain and Northern Ireland,13.0,Bachelor's,Full-time,7.0,88492.0
France,20.0,Bachelor's,Full-time,5.0,58007.0
Germany,17.0,Bachelor's,Full-time,2.0,98612.0
Germany,18.0,Master's,Full-time,6.0,34804.0
Other,25.0,Master's,Full-time,,150000.0
Germany,15.0,Bachelor's,Full-time,7.0,46406.0
Italy,25.0,Master's,Full-time,5.0,46406.0
Other,9.0,Some college,Full-time,9.0,42925.0
France,20.0,Master's,Full-time,4.0,104413.0
Other,9.0,Master's,Full-time,11.0,27570.0
Ukraine,15.0,Bachelor's,Full-time,5.0,63600.0
Germany,12.0,Master's,Full-time,6.0,85851.0
Other,35.0,Master's,Full-time,5.0,69609.0
Other,13.0,Bachelor's,Full-time,4.0,29867.0
Other,10.0,Bachelor's,Full-time,3.0,35841.0
Other,23.0,Master's,Full-time,6.0,127616.0
Other,35.0,High school,Full-time,6.0,69609.0
Spain,10.0,Master's,Full-time,1.0,97452.0
Other,7.0,Bachelor's,Full-time,5.0,48985.0
Australia,17.0,Master's,Full-time,6.0,104015.0
Australia,12.0,Master's,Full-time,10.0,62409.0
Other,35.0,Bachelor's,Full-time,10.0,111374.0
Other,42.0,Some college,Full-time,2.0,140947.0
Other,10.0,Professional,Full-time,3.0,78890.0
United Kingdom of Great Britain and Northern Ireland,30.0,Bachelor's,Full-time,4.0,74878.0
Germany,17.0,High school,Full-time,6.0,84691.0
Other,20.0,Bachelor's,Full-time,6.0,93602.0
Italy,100.0,Bachelor's,Full-time,5.0,44086.0
Italy,5.0,Associate's,Full-time,6.0,35965.0
Switzerland,22.0,Bachelor's,Full-time,9.0,154991.0
Germany,10.0,Bachelor's,Full-time,12.0,69609.0
Germany,13.0,High school,Full-time,4.0,105573.0
Other,12.0,Master's,Full-time,11.0,62032.0
Other,15.0,Bachelor's,Full-time,4.0,50000.0
United States of America,14.0,Bachelor's,Full-time,8.0,135000.0
Spain,19.0,Master's,Full-time,,68232.0
Other,9.0,Bachelor's,Full-time,5.0,45073.0
France,9.0,Master's,Full-time,7.0,58007.0
Other,5.0,Master's,Full-time,8.0,22043.0
Poland,10.0,Bachelor's,Full-time,6.0,19649.0
Spain,10.0,Bachelor's,Full-time,3.0,75410.0
France,10.0,Master's,Full-time,2.0,46406.0
Other,22.0,Bachelor's,Full-time,4.0,68169.0
United Kingdom of Great Britain and Northern Ireland,5.0,Professional,Full-time,2.0,59962.0
Netherlands,25.0,Bachelor's,Full-time,3.0,104413.0
United States of America,18.0,Bachelor's,Full-time,9.0,250000.0
France,12.0,Master's,Full-time,6.0,39445.0
Other,3.0,Some college,Full-time,6.0,25523.0
India,5.0,Bachelor's,Full-time,,18598.0
Other,12.0,Master's,Full-time,8.0,28083.0
Netherlands,28.0,Professional,Full-time,2.0,95132.0
Other,8.0,Bachelor's,Full-time,6.0,28424.0
Other,14.0,Bachelor's,Full-time,6.0,75734.0
Other,26.0,Professional,Full-time,3.0,82888.0
Other,30.0,Master's,Full-time,6.0,139218.0
Other,25.0,Associate's,Full-time,1.0,83127.0
Spain,18.0,Bachelor's,Full-time,4.0,60328.0
United States of America,27.0,Master's,Full-time,6.0,255000.0
France,13.0,Master's,Full-time,7.0,61488.0
Germany,5.0,Other,Full-time,6.0,48726.0
Germany,39.0,Master's,Full-time,7.0,63808.0
United States of America,13.0,Associate's,Full-time,7.0,27000.0
Spain,31.0,Bachelor's,Full-time,5.0,197225.0
Germany,42.0,Master's,Full-time,5.0,87011.0
United Kingdom of Great Britain and Northern Ireland,13.0,Other,Full-time,6.0,34035.0
Other,15.0,Bachelor's,Full-time,5.0,66508.0
United States of America,13.0,Master's,Full-time,5.0,165000.0
United States of America,26.0,Bachelor's,Full-time,6.0,185000.0
United Kingdom of Great Britain and Northern Ireland,27.0,Bachelor's,Full-time,6.0,92576.0
Other,4.0,Bachelor's,Full-time,4.0,38981.0
Italy,18.0,Master's,Full-time,,185623.0
United Kingdom of Great Britain and Northern Ireland,37.0,Bachelor's,Full-time,1.0,81685.0
India,14.0,Master's,Full-time,7.0,34872.0
Germany,9.0,Bachelor's,Full-time,1.0,63808.0
United States of America,10.0,Bachelor's,Full-time,4.0,200000.0
Canada,3.0,Other,Full-time,11.0,36479.0
United States of America,49.0,Bachelor's,Full-time,4.0,250000.0
United Kingdom of Great Britain and Northern Ireland,18.0,Master's,Full-time,6.0,204212.0
France,45.0,Master's,Full-time,7.0,96292.0
United Kingdom of Great Britain and Northern Ireland,9.0,Bachelor's,Full-time,3.0,88492.0
Brazil,3.0,Bachelor's,Full-time,3.0,12743.0
Germany,15.0,Bachelor's,Full-time,7.0,232029.0
Other,20.0,Bachelor's,Full-time,3.0,144741.0
Netherlands,17.0,Bachelor's,Full-time,7.0,59167.0
United States of America,25.0,Professional,Full-time,11.0,300000.0
Other,21.0,Bachelor's,Full-time,8.0,96000.0
Other,31.0,Master's,Full-time,3.0,105745.0
United States of America,27.0,Master's,Full-time,5.0,194400.0
Germany,13.0,Bachelor's,Full-time,,58007.0
Germany,8.0,Professional,Full-time,5.0,85851.0
Other,6.0,Bachelor's,Full-time,9.0,50000.0
Ukraine,8.0,Bachelor's,Full-time,2.0,60000.0
Brazil,40.0,Bachelor's,Full-time,8.0,54611.0
India,27.0,Master's,Other,4.0,58120.0
United States of America,10.0,Some college,Full-time,4.0,110000.0
United Kingdom of Great Britain and Northern Ireland,7.0,Bachelor's,Full-time,4.0,68071.0
France,25.0,Professional,Full-time,4.0,104413.0
Other,8.0,Bachelor's,Full-time,3.0,25370.0
Other,10.0,Bachelor's,Full-time,10.0,62648.0
United Kingdom of Great Britain and Northern Ireland,12.0,Bachelor's,Full-time,6.0,94618.0
India,14.0,Bachelor's,Full-time,6.0,69744.0
United States of America,45.0,Some college,Full-time,6.0,275000.0
Germany,16.0,Master's,Full-time,5.0,110214.0
United Kingdom of Great Britain and Northern Ireland,29.0,Associate's,Full-time,2.0,105646.0
Brazil,4.0,Other,Full-time,6.0,43689.0
France,8.0,Bachelor's,Student,8.0,25523.0
Germany,10.0,Master's,Full-time,7.0,88171.0
Netherlands,40.0,Bachelor's,Full-time,2.0,127616.0
Other,20.0,Bachelor's,Full-time,4.0,44217.0
United States of America,16.0,Professional,Full-time,10.0,188000.0
Other,5.0,Bachelor's,Full-time,4.0,46406.0
United States of America,10.0,Master's,Full-time,1.0,187000.0
France,10.0,Professional,Full-time,12.0,46406.0
Other,13.0,Master's,Full-time,6.0,87011.0
United States of America,30.0,Master's,Full-time,14.0,150000.0
United States of America,6.0,Some college,Student,10.0,90000.0
India,28.0,Master's,Full-time,10.0,59282.0
Other,15.0,Master's,Full-time,9.0,69609.0
United States of America,28.0,Some college,Full-time,6.0,270000.0
France,6.0,Bachelor's,Full-time,10.0,15082.0
Other,15.0,Professional,Full-time,1.0,139968.0
Poland,31.0,Some college,Full-time,8.0,35477.0
Other,34.0,Master's,Full-time,6.0,55121.0
United States of America,39.0,Bachelor's,Full-time,5.0,250000.0
United States of America,20.0,Bachelor's,Full-time,4.0,90000.0
United States of America,3.0,Some college,Full-time,6.0,52000.0
France,9.0,Master's,Full-time,10.0,30628.0
Other,14.0,Master's,Full-time,11.0,35684.0
Australia,25.0,Bachelor's,Full-time,8.0,130019.0
Canada,15.0,Master's,Full-time,5.0,116733.0
United States of America,42.0,Master's,Full-time,12.0,210000.0
United States of America,12.0,Associate's,Full-time,4.0,107000.0
United States of America,9.0,Bachelor's,Full-time,3.0,85000.0
United States of America,45.0,Master's,Other,4.0,70000.0
Australia,33.0,Some college,Full-time,10.0,143021.0
France,19.0,Bachelor's,Full-time,2.0,69609.0
Other,14.0,Some college,Full-time,,18722.0
Netherlands,5.0,High school,Full-time,7.0,42229.0
United States of America,38.0,Bachelor's,Full-time,4.0,156000.0
United States of America,21.0,Some college,Full-time,5.0,200000.0
Other,4.0,Some college,Full-time,,41765.0
United States of America,40.0,Master's,Full-time,4.0,80000.0
United States of America,18.0,Bachelor's,Full-time,11.0,41000.0
Switzerland,8.0,Bachelor's,Full-time,4.0,143832.0
Other,10.0,Associate's,Full-time,4.0,58007.0
India,10.0,Master's,Full-time,4.0,46496.0
United Kingdom of Great Britain and Northern Ireland,10.0,Professional,Full-time,8.0,74878.0
Brazil,33.0,Professional,Full-time,6.0,26213.0
Germany,15.0,Professional,Full-time,5.0,52207.0
United Kingdom of Great Britain and Northern Ireland,31.0,Bachelor's,Full-time,8.0,122527.0
Canada,10.0,Bachelor's,Full-time,8.0,69310.0
Other,15.0,Master's,Full-time,2.0,57833.0
Germany,10.0,Bachelor's,Full-time,3.0,92812.0
United States of America,14.0,Master's,Full-time,4.0,162000.0
United States of America,14.0,Bachelor's,Full-time,10.0,400000.0
Netherlands,14.0,Master's,Full-time,3.0,41765.0
Germany,9.0,Bachelor's,Student,7.0,22275.0
India,12.0,Bachelor's,Full-time,5.0,24410.0
United States of America,11.0,Bachelor's,Full-time,7.0,150000.0
Other,8.0,Some college,Full-time,6.0,57903.0
Other,11.0,Master's,Full-time,5.0,77730.0
Other,15.0,Bachelor's,Full-time,1.0,54124.0
United States of America,7.0,Associate's,Full-time,5.0,88400.0
Germany,7.0,Bachelor's,Student,2.0,18562.0
Other,24.0,High school,Full-time,5.0,85271.0
Italy,11.0,Some college,Full-time,10.0,38285.0
United States of America,14.0,Bachelor's,Full-time,3.0,133000.0
Brazil,9.0,Associate's,Full-time,7.0,17476.0
Other,6.0,Some college,Full-time,3.0,80064.0
Brazil,29.0,Bachelor's,Full-time,11.0,69174.0
Other,10.0,Master's,Full-time,1.0,45246.0
Other,26.0,Master's,Full-time,6.0,63808.0
Other,16.0,Master's,Full-time,,69609.0
India,12.0,Master's,Full-time,2.0,26735.0
United Kingdom of Great Britain and Northern Ireland,34.0,Bachelor's,Full-time,3.0,113814.0
Netherlands,10.0,Professional,Full-time,1.0,63808.0
Canada,20.0,Some college,Other,1.0,36479.0
United States of America,18.0,Bachelor's,Full-time,5.0,65000.0
Canada,35.0,Bachelor's,Full-time,6.0,94846.0
Other,8.0,Master's,Full-time,2.0,28083.0
Germany,20.0,Bachelor's,Full-time,9.0,90491.0
Germany,16.0,Master's,Full-time,5.0,75410.0
United States of America,28.0,Bachelor's,Full-time,6.0,420000.0
United States of America,8.0,Bachelor's,Full-time,2.0,190000.0
United States of America,50.0,Bachelor's,Full-time,5.0,245000.0
United Kingdom of Great Britain and Northern Ireland,7.0,Some college,Full-time,,42204.0
United States of America,26.0,Some college,Full-time,8.0,156000.0
Italy,20.0,Bachelor's,Full-time,5.0,52207.0
Other,22.0,Professional,Full-time,4.0,33930.0
Sweden,45.0,Master's,Full-time,3.0,73375.0
United States of America,20.0,Professional,Full-time,5.0,230000.0
Brazil,40.0,Bachelor's,Full-time,7.0,36407.0
Other,21.0,Professional,Full-time,3.0,258713.0
United States of America,10.0,Master's,Full-time,4.0,100000.0
United States of America,10.0,Bachelor's,Full-time,15.0,80000.0
United States of America,32.0,Bachelor's,Full-time,6.0,100000.0
United States of America,20.0,Bachelor's,Full-time,3.0,110000.0
Poland,22.0,Bachelor's,Full-time,2.0,51627.0
United Kingdom of Great Britain and Northern Ireland,25.0,Master's,Full-time,7.0,77601.0
United States of America,28.0,Bachelor's,Full-time,2.0,193000.0
United States of America,16.0,Master's,Full-time,3.0,172000.0
Other,7.0,High school,Student,14.0,34804.0
United States of America,6.0,Bachelor's,Full-time,3.0,55000.0
Other,12.0,Master's,Full-time,4.0,67697.0
Switzerland,28.0,High school,Full-time,3.0,223187.0
United Kingdom of Great Britain and Northern Ireland,40.0,Bachelor's,Full-time,8.0,87131.0
United States of America,6.0,Master's,Full-time,6.0,120000.0
Brazil,6.0,Bachelor's,Full-time,7.0,20115.0
United States of America,45.0,Bachelor's,Full-time,3.0,240000.0
United States of America,26.0,Bachelor's,Full-time,9.0,195000.0
United States of America,11.0,Bachelor's,Full-time,1.0,194543.0
Australia,25.0,Bachelor's,Full-time,5.0,120592.0
Netherlands,13.0,Master's,Full-time,5.0,85851.0
Canada,10.0,Professional,Full-time,4.0,58367.0
Germany,10.0,Master's,Full-time,4.0,139218.0
Germany,15.0,Bachelor's,Full-time,5.0,104413.0
United States of America,21.0,Associate's,Full-time,5.0,130000.0
United States of America,25.0,Bachelor's,Full-time,5.0,160000.0
United States of America,29.0,Master's,Full-time,10.0,228000.0
Canada,2.0,Some college,Student,,25535.0
Other,15.0,Master's,Full-time,,69609.0
Other,8.0,Master's,Full-time,4.0,103386.0
United States of America,9.0,Bachelor's,Full-time,5.0,185000.0
Other,9.0,Master's,Full-time,6.0,52769.0
Other,15.0,Some college,Full-time,6.0,18000.0
United States of America,23.0,Some college,Full-time,10.0,129250.0
India,6.0,Bachelor's,Full-time,3.0,49983.0
India,9.0,Bachelor's,Full-time,4.0,36034.0
United States of America,42.0,Some college,Full-time,12.0,250000.0
Italy,16.0,Master's,Full-time,8.0,60328.0
Other,7.0,Professional,Full-time,7.0,80871.0
Other,45.0,Bachelor's,Full-time,4.0,46406.0
India,8.0,Bachelor's,Full-time,10.0,11624.0
Other,26.0,Bachelor's,Full-time,2.0,116023.0
United States of America,40.0,Bachelor's,Full-time,10.0,145000.0
Italy,16.0,Bachelor's,Full-time,6.0,52207.0
Poland,7.0,Master's,Full-time,5.0,35477.0
Spain,40.0,Some college,Full-time,6.0,69609.0
Germany,12.0,Other,Full-time,8.0,58007.0
Other,10.0,Master's,Full-time,5.0,65528.0
United States of America,14.0,Bachelor's,Full-time,5.0,94500.0
United States of America,6.0,Bachelor's,Full-time,4.0,90000.0
Other,24.0,Master's,Full-time,9.0,69609.0
Germany,10.0,Bachelor's,Full-time,7.0,81210.0
Spain,17.0,Bachelor's,Full-time,5.0,69609.0
United States of America,10.0,Bachelor's,Full-time,4.0,120000.0
Germany,17.0,Master's,Full-time,,83531.0
France,9.0,Master's,Full-time,4.0,44086.0
France,18.0,Master's,Full-time,3.0,87011.0
United States of America,8.0,Some college,Full-time,4.0,110000.0
United States of America,15.0,Some college,Full-time,12.0,170000.0
Sweden,10.0,Professional,Full-time,12.0,88050.0
United States of America,45.0,Master's,Full-time,4.0,315000.0
United States of America,33.0,Bachelor's,Full-time,2.0,100000.0
Other,13.0,Master's,Full-time,4.0,41765.0
United States of America,9.0,Bachelor's,Full-time,7.0,270000.0
United States of America,12.0,Bachelor's,Full-time,6.0,140000.0
United States of America,30.0,Bachelor's,Full-time,11.0,100000.0
United States of America,10.0,Bachelor's,Full-time,7.0,150000.0
United Kingdom of Great Britain and Northern Ireland,30.0,Master's,Full-time,2.0,149756.0
Other,25.0,Some college,Full-time,8.0,34804.0
United States of America,11.0,Master's,Full-time,3.0,182000.0
United States of America,10.0,Bachelor's,Full-time,4.0,325000.0
United States of America,30.0,Bachelor's,Full-time,13.0,200000.0
Italy,15.0,Professional,Full-time,3.0,67289.0
India,7.0,Bachelor's,Full-time,3.0,11624.0
United States of America,54.0,Bachelor's,Full-time,5.0,300000.0
Poland,10.0,Bachelor's,Full-time,6.0,16374.0
Ukraine,5.0,Master's,Full-time,5.0,35000.0
India,30.0,Bachelor's,Full-time,4.0,36034.0
Netherlands,41.0,Master's,Full-time,8.0,73541.0
Other,43.0,Bachelor's,Full-time,4.0,33895.0
Germany,15.0,Master's,Full-time,6.0,87011.0
Other,20.0,Bachelor's,Full-time,3.0,25781.0
Germany,22.0,Master's,Full-time,10.0,60328.0
United States of America,20.0,Master's,Full-time,4.0,105000.0
United States of America,4.0,High school,Full-time,7.0,64000.0
Poland,8.0,Master's,Full-time,6.0,85145.0
United States of America,7.0,Some college,Full-time,7.0,105000.0
United States of America,32.0,Professional,Full-time,5.0,270000.0
Other,19.0,Professional,Full-time,3.0,146585.0
United States of America,43.0,Bachelor's,Other,4.0,250000.0
Other,33.0,Master's,Full-time,2.0,191424.0
Spain,15.0,Bachelor's,Full-time,2.0,98612.0
Brazil,14.0,Bachelor's,Full-time,7.0,80096.0
Other,13.0,Bachelor's,Full-time,11.0,63616.0
United States of America,11.0,Bachelor's,Full-time,,130000.0
Other,12.0,Some college,Full-time,13.0,14502.0
Germany,5.0,Some college,Student,10.0,10905.0
Other,15.0,Professional,Full-time,3.0,50000.0
Other,35.0,Master's,Full-time,3.0,102400.0
Other,12.0,Master's,Full-time,9.0,52207.0
Spain,25.0,Other,Full-time,2.0,69609.0
United States of America,5.0,Master's,Full-time,3.0,27000.0
Other,6.0,Some college,Full-time,4.0,18767.0
Other,8.0,Bachelor's,Full-time,2.0,52000.0
United States of America,15.0,Bachelor's,Full-time,1.0,300000.0
United States of America,11.0,Bachelor's,Full-time,9.0,140000.0
Other,18.0,Some college,Full-time,6.0,75734.0
Canada,19.0,Bachelor's,Full-time,6.0,87550.0
Ukraine,15.0,Master's,Full-time,,76692.0
United States of America,30.0,Bachelor's,Full-time,6.0,210000.0
United States of America,17.0,Some college,Full-time,3.0,120000.0
United States of America,23.0,Associate's,Full-time,6.0,140000.0
Canada,20.0,Bachelor's,Full-time,2.0,116733.0
United States of America,36.0,Bachelor's,Full-time,6.0,125000.0
Other,15.0,Bachelor's,Full-time,4.0,15905.0
United States of America,5.0,Some college,Full-time,10.0,120000.0
United States of America,10.0,Bachelor's,Full-time,6.0,150000.0
Netherlands,20.0,Bachelor's,Full-time,11.0,21358.0
Other,4.0,High school,Full-time,7.0,40605.0
Ukraine,20.0,Master's,Full-time,4.0,40743.0
United States of America,25.0,Professional,Full-time,7.0,252440.0
Other,24.0,Bachelor's,Full-time,10.0,150588.0
